    711    12   257     datakind beginning-row linenumbers
 ----------------------------------------------------------------
                     David A. Shirley's group
               Pennsylvania State University (PSU)
           Lawrence Berkeley National Laboratory (LBNL)
      Copyright (c) 1995-1996 DAS group. All rights reserved
 ----------------------------------------------------------------

         1              1 phase shift data

         k   p(l=0)   p(l=1)   p(l=2)   p(l=3)   p(l=4)   p(l=5)   p(l=6)   p(l=7)  p(l=08)  p(l=09)
        10              lnum
   16.0000   1.0724  -0.6339  -2.3457   2.5072   1.6471   1.0268   0.7369   0.4481   0.1699   0.0453
   16.0500   1.0644  -0.6408  -2.3496   2.5083   1.6488   1.0295   0.7385   0.4538   0.1744   0.0470
   16.1000   1.0565  -0.6475  -2.3534   2.5094   1.6503   1.0323   0.7399   0.4594   0.1790   0.0487
   16.1500   1.0487  -0.6542  -2.3571   2.5105   1.6518   1.0351   0.7413   0.4649   0.1836   0.0505
   16.2000   1.0409  -0.6608  -2.3608   2.5117   1.6532   1.0380   0.7426   0.4703   0.1883   0.0523
   16.2500   1.0331  -0.6674  -2.3645   2.5128   1.6544   1.0410   0.7439   0.4756   0.1931   0.0541
   16.3000   1.0255  -0.6739  -2.3680   2.5140   1.6556   1.0441   0.7451   0.4808   0.1979   0.0560
   16.3500   1.0179  -0.6803  -2.3715   2.5152   1.6567   1.0473   0.7463   0.4859   0.2028   0.0580
   16.4000   1.0103  -0.6866  -2.3749   2.5165   1.6576   1.0505   0.7474   0.4909   0.2077   0.0600
   16.4500   1.0029  -0.6929  -2.3783   2.5177   1.6585   1.0537   0.7484   0.4957   0.2126   0.0620
   16.5000   0.9955  -0.6991  -2.3816   2.5189   1.6593   1.0570   0.7495   0.5005   0.2176   0.0642
   16.5500   0.9881  -0.7053  -2.3848   2.5201   1.6600   1.0604   0.7505   0.5051   0.2226   0.0663
   16.6000   0.9808  -0.7114  -2.3880   2.5213   1.6606   1.0639   0.7514   0.5096   0.2277   0.0685
   16.6500   0.9736  -0.7174  -2.3911   2.5224   1.6612   1.0673   0.7523   0.5141   0.2328   0.0708
   16.7000   0.9664  -0.7234  -2.3941   2.5236   1.6616   1.0709   0.7532   0.5184   0.2379   0.0731
   16.7500   0.9593  -0.7293  -2.3971   2.5247   1.6621   1.0744   0.7541   0.5225   0.2430   0.0755
   16.8000   0.9522  -0.7352  -2.4001   2.5258   1.6624   1.0780   0.7550   0.5266   0.2482   0.0779
   16.8500   0.9452  -0.7410  -2.4030   2.5269   1.6627   1.0817   0.7558   0.5305   0.2534   0.0804
   16.9000   0.9383  -0.7467  -2.4058   2.5279   1.6629   1.0854   0.7567   0.5344   0.2586   0.0830
   16.9500   0.9314  -0.7524  -2.4087   2.5289   1.6631   1.0891   0.7575   0.5381   0.2638   0.0856
   17.0000   0.9245  -0.7581  -2.4114   2.5299   1.6632   1.0928   0.7584   0.5416   0.2690   0.0882
   17.0500   0.9177  -0.7637  -2.4141   2.5308   1.6633   1.0965   0.7592   0.5451   0.2742   0.0910
   17.1000   0.9110  -0.7692  -2.4168   2.5316   1.6633   1.1003   0.7601   0.5485   0.2795   0.0937
   17.1500   0.9043  -0.7747  -2.4195   2.5324   1.6634   1.1041   0.7609   0.5517   0.2847   0.0965
   17.2000   0.8976  -0.7802  -2.4221   2.5332   1.6633   1.1078   0.7618   0.5549   0.2899   0.0994
   17.2500   0.8910  -0.7856  -2.4247   2.5339   1.6633   1.1116   0.7627   0.5579   0.2951   0.1024
   17.3000   0.8844  -0.7909  -2.4272   2.5345   1.6632   1.1154   0.7636   0.5608   0.3003   0.1054
   17.3500   0.8779  -0.7963  -2.4298   2.5351   1.6631   1.1191   0.7645   0.5636   0.3055   0.1084
   17.4000   0.8714  -0.8015  -2.4323   2.5356   1.6630   1.1228   0.7655   0.5663   0.3106   0.1115
   17.4500   0.8649  -0.8068  -2.4348   2.5360   1.6629   1.1265   0.7664   0.5689   0.3158   0.1147
   17.5000   0.8585  -0.8120  -2.4373   2.5364   1.6628   1.1302   0.7675   0.5714   0.3209   0.1179
   17.5500   0.8521  -0.8172  -2.4398   2.5367   1.6626   1.1339   0.7685   0.5738   0.3260   0.1211
   17.6000   0.8458  -0.8223  -2.4422   2.5369   1.6625   1.1375   0.7696   0.5761   0.3310   0.1245
   17.6500   0.8394  -0.8275  -2.4447   2.5370   1.6624   1.1411   0.7707   0.5783   0.3360   0.1278
   17.7000   0.8331  -0.8326  -2.4471   2.5371   1.6623   1.1447   0.7719   0.5804   0.3410   0.1313
   17.7500   0.8269  -0.8376  -2.4496   2.5371   1.6622   1.1482   0.7731   0.5824   0.3459   0.1347
